##---File: sp/PHR1731-2216_6D220701HD.fits
#angstro      ---    
#Wavelen     Value   
 7039.1  7.97392e+00
 7039.9  1.73954e+01
 7040.7  1.18857e+01
 7041.5  1.73727e+00
 7042.3  3.21409e+00
 7043.1  1.61315e+01
 7043.9  1.66819e+01
 7044.7  7.57214e+00
 7045.5  1.24752e+01
 7046.3  1.30211e+01
 7047.1 -5.66788e-01
 7047.9 -8.09183e+00
 7048.7  4.76775e+00
 7049.5  9.33015e+00
 7050.3  2.02850e+00
 7051.0  5.02263e+00
 7051.8  6.79161e-01
 7052.6  5.73907e+00
 7053.4  1.88735e+01
 7054.2  3.94248e+00
 7055.0  4.96168e+00
 7055.8 -5.70176e+00
 7056.6  8.79025e+00
 7057.4  1.90747e+01
 7058.2  1.62717e+01
 7059.0  1.35691e+01
 7059.8  2.27928e+01
 7060.6  1.68641e+01
 7061.4  1.14110e+01
 7062.2  3.01469e+00
 7063.0  4.16102e+00
 7063.7  1.45835e+01
 7064.5  2.25766e+01
 7065.3  5.14789e+00
 7066.1  2.28058e+00
 7066.9  1.40835e+01
 7067.7 -5.82352e-01
 7068.5  5.12826e+00
 7069.3  1.51877e+01
 7070.1  1.74750e+01
 7070.9  8.22348e+00
 7071.7  1.09414e+01
 7072.5  1.17132e+01
 7073.3  4.52634e+00
 7074.1  1.55327e+01
 7074.9  2.44355e+01
 7075.7  8.14788e+00
 7076.4  1.11276e+00
 7077.2  1.68753e+01
 7078.0  2.07256e+01
 7078.8  1.52750e+01
 7079.6  5.20857e+00
 7080.4  9.79407e+00
 7081.2  2.11168e+01
 7082.0  3.66163e+01
 7082.8  3.01090e+01
 7083.6  1.10822e+02
 7084.4  1.04733e+02
 7085.2  1.03243e+02
 7086.0  1.01764e+02
